id,seed_number,title,level,score,state,reason
bb89f818-873a-492c-8928-d8bf3980fa37,2,url:https://doi.org/10.1038/tp.2012.99,2,10,Processed,"The paper is explicitly focused on pharmacogenetics: it is a guideline for the clinical use of pharmacogenetic testing in psychiatry, reviews evidence (GRADE) for genotype-guided prescribing, discusses CYP enzymes (primarily CYP2C19 and CYP2D6), presents dosing recommendations and implementation considerations, and summarizes clinical trials of pharmacogenetic-guided treatment—making pharmacogenetics the primary topic."
37125e0f-8891-4b10-ba99-b551fbfb0abc,2,url:https://doi.org/10.1002/cpt.597,2,10,Processed,"This is a CPIC guideline focused on CYP2D6 and CYP2C19 genotypes and gene-guided dosing of tricyclic antidepressants, including genotype-phenotype interpretation, dosing recommendations, therapeutic drug monitoring, and implementation — i.e., it is primarily and directly about pharmacogenetics."
47ed0a42-5efd-493f-bfc4-3c98a8231d59,2,url:https://doi.org/10.3389/fgene.2022.1016416,2,10,Processed,"The manuscript is explicitly focused on pharmacogenomics/pharmacogenetics: it reviews long-read sequencing applications, analytical strategies, challenges, and future perspectives specifically for pharmacogenomic testing, discusses pharmacogenes (e.g., CYP2D6, CYP2C19, NUDT15, HLA), haplotyping/diplotype calling, clinical implementation, and PGx tools—making pharmacogenetics the primary topic."
5ace35b5-cfc5-4445-adb9-356208fe3b59,2,url:https://doi.org/10.1016/j.psychres.2022.114535,2,10,Processed,"The thesis is explicitly focused on pharmacogenetics — the title and abstract state ‘Clinical Application of Pharmacogenetics’, and the work centers on genotype–phenotype analyses and clinical utility for pharmacogenes (CYP2D6, CYP2C19, CYP2C9, SLCO1B1, ABCG2), with chapters dedicated to pharmacogenetic investigation of antidepressant response, statin-induced myotoxicity, and PPI (omeprazole) treatment failure, use of CPIC/PharmGKB evidence, genotyping and sequencing methods, and clinical actionability assessments."
7fce5184-2f64-446e-afc1-eff572407d77,2,url:https://doi.org/10.1176/appi.ajp.2017.17050550,2,10,Processed,"The article is explicitly focused on pharmacogenetics in psychiatry: it reviews genotyping methods (SNP/NGS), structural variants (star alleles/CNVs/hybrids), genotype-to-phenotype translation (activity scores), clinical evidence (RCTs, meta-analyses, cohort studies), guideline/actionability (CPIC, DPWG, FDA, PharmGKB), cost-effectiveness, and implementation challenges. Pharmacogenetic testing for CYP2D6 and CYP2C19 and its clinical usability is the central topic throughout."
4e0440d6-2bfd-494c-94a3-895f0ae8cb10,2,url:https://doi.org/10.1038/sj.mp.4001494,2,10,Processed,"The paper is centrally focused on pharmacogenetics: it investigates CYP2D6 genotypes and predicted metabolizer phenotypes, measures their effects on risperidone and 9‑hydroxyrisperidone pharmacokinetics, performs a meta‑analysis, and derives genotype‑based dose recommendations for different ethnic populations. Genotyping methods, allele frequencies, phenotype assignment, and clinical dosing implications are all core elements of pharmacogenetic research."
180bf923-40af-4453-8434-9ff14373b927,2,url:https://doi.org/10.3390/jcm9092890,2,10,Processed,"The article is a focused review of pharmacogenomics/pharmacogenetics: it evaluates knowledge, attitudes, barriers and implementation of PGx testing among physicians, pharmacists and students in the UAE, Arab and Middle Eastern region, discusses PGx applications, genes, guidelines (CPIC/PharmGKB), and educational/implementation issues — making pharmacogenetics the primary subject."
e8990700-39d1-42ff-9e10-7ac6eaeb1b52,2,url:https://doi.org/10.1002/cpt.2015,2,10,Processed,"This article is primarily a pharmacogenetics guideline: it systematically reviews CYP2D6, CYP2C19, CYP2B6, SLC6A4, and HTR2A genetic variation and provides genotype-based dosing and therapeutic recommendations for multiple antidepressants (CPIC guideline), making pharmacogenetics the central focus."
72a52505-84fb-4d3a-afad-0e443b8b14a1,2,url:https://doi.org/10.4088/JCP.08m04773blu,2,10,Processed,"The issue contains a full-length, focused article titled ""Pharmacogenomic Testing in Child and Adolescent Psychiatry"" that reviews pharmacokinetic and pharmacodynamic genetic variants, CPIC guidance, FDA labeling, clinical applications, limitations, and pediatric-specific considerations — i.e., it directly assesses pharmacogenetic approaches in detail."
f9bebbe8-ecb8-4151-af90-a6e9394eb4a8,2,url:https://doi.org/10.1080/17425255.2022.2160317,2,10,Processed,"The document is explicitly a medical policy on pharmacogenomics/gene testing for behavioral health. It discusses pharmacogenetic concepts (CYP enzymes, HLA), cites CPIC/FDA/APA guidance, lists specific gene–drug tests (CYP2D6, CYP2C19, CYP2B6, HLA-A/B), and defines coverage, clinical validity/utility requirements and testing criteria — i.e., it directly assesses pharmacogenetic approaches."
51f612e0-3e6c-4110-8099-a699687fff87,2,url:https://doi.org/10.1111/j.1365-2125.1996.tb00173.x,2,10,Processed,"The thesis is centered on pharmacogenetics — it investigates how genetic variation (CYP2D6, CYP2C19, CYP2C9, SLCO1B1, ABCG2, etc.) influences drug response (antidepressants, statins, omeprazole), uses genotyping, sequencing (Sanger, WES/WGS), CPIC evidence, eQTLs and reference cohorts, and assesses clinical actionability. Multiple chapters are devoted to pharmacogenetic analyses, interpretation and clinical application, making it primarily about pharmacogenetic approaches."
b7a5b9cf-e31a-4515-b4ab-0ad0c5920f8a,2,url:https://doi.org/10.1016/j.jmoldx.2018.01.011,2,10,Processed,"The manuscript is entirely focused on pharmacogenetics: it presents AMP Pharmacogenomics Working Group recommendations for clinical CYP2C19 genotyping allele selection (Tier 1/Tier 2), discusses allele function, population frequencies, clinical implications for drug response, available reference materials, testing platforms, and relation to CPIC/DPWG guidelines — all central pharmacogenetic topics."
5427ccd7-d432-412c-ad1b-2593f03eaf54,2,url:https://doi.org/10.1016/j.jad.2018.08.056,2,10,Processed,"The paper is primarily focused on pharmacogenomics: it is a systematic review and meta-analysis of randomized controlled trials evaluating pharmacogenomic (PGx) testing (including combinatorial and single-gene tests such as CYP2C19/CYP2D6) to guide antidepressant selection for major depressive disorder, assessing clinical outcomes (remission, response, adverse events). Thus pharmacogenetic approaches are the central topic."
7cc8413f-455b-42df-9cc0-4f2dc24b624f,2,url:https://doi.org/10.1055/s-2006-946705,2,10,Processed,"This doctoral thesis is explicitly focused on pharmacogenetics — its clinical application to explain drug response (ineffectiveness and adverse reactions) across multiple drug classes (antidepressants, statins, PPIs). It includes genotyping, haplotyping, whole-exome/whole-genome data, comparisons to reference cohorts, and assessment of clinical actionability using CPIC/evidence frameworks, so pharmacogenetics is the primary subject."
a992f6d0-0d22-4035-a315-5bdc961b43a6,2,url:https://doi.org/10.1016/S0140-6736(22)01841-4,2,10,Processed,"The paper is primarily about pharmacogenetics: it defines and analyzes ‘PGx drugs’ using PharmGKB/CPIC/DPWG recommendations, quantifies pediatric exposure to drugs with pharmacogenetic dosing/testing guidance, identifies key pharmacogenes (e.g., CYP2C9, CYP2D6, DPYD, CYP2C19, MT‑RNR1), evaluates potential drug–gene interactions, and discusses implications for PGx testing implementation in children."
edaacde2-66ad-42b0-8ba5-7ddf7da712a5,2,url:https://doi.org/10.1016/j.biopsych.2012.10.030,2,10,Processed,"The article is directly focused on pharmacogenomics/pharmacogenetic approaches—it's a systematic review and meta-analysis evaluating pharmacogenomic (PGx) testing to guide antidepressant treatment in major depressive disorder, discusses PGx decision-support tools, genes (CYP2D6, CYP2C19), guidelines (CPIC), and RCT evidence."
ca27515f-627c-4a40-adc0-8267eadfc464,2,url:https://doi.org/10.3389/fpsyt.2020.00094,2,10,Processed,"The editorial is primarily focused on pharmacogenetics/pharmacogenomics in psychiatry: it discusses CYP2C19 and CYP2D6 polymorphisms, genotype–phenotype relationships, clinical guidelines (CPIC, DPWG), implementation challenges, cost-effectiveness data, and ongoing pharmacogenomics trials and initiatives (e.g., PSY-PGx). The central theme is applying pharmacogenetic approaches to individualize psychiatric pharmacotherapy."
2d739497-eb13-4a3e-aea1-8ca79258c10c,2,url:https://doi.org/10.1038/s41397-021-00219-7,2,10,Processed,"The article is primarily a pharmacogenetics review: it systematically examines how CYP2C19 genetic variants (*2, *3, *17, etc.) affect metabolism, efficacy, safety, and dosing of SSRIs (citalopram, escitalopram, sertraline) in MDD patients, discusses allele frequencies, cites pharmacogenetic-guided treatment outcomes, and recommends pre-treatment pharmacogenetic testing. These elements make pharmacogenetic approaches the central focus."
52f43736-4af5-483f-8a99-1be3b3a12f93,2,"Arnone, D., Omar, O., Arora, T., Ostlundh, L., Ramaraj, R., Javaid, S., et al. (2023). Effectiveness of pharmacogenomic tests including CYP2D6 and CYP2C19 genomic variants for guiding the treatment of depressive disorders: Systematic review and meta-analy",2,10,Processed,"The paper is primarily focused on pharmacogenetics: it analyzes CYP2D6 and CYP2C19 genotypes and inferred phenotypes in patients with antidepressant adverse reactions or ineffectiveness, applies CPIC guidelines to assess actionability, and discusses clinical utility of pharmacogenetic testing. The methods, results, and conclusions center on pharmacogenetic approaches."
fe06c1a4-7cf0-4d2e-9d2d-9f102112651c,2,"Bahramali, E., Firouzabadi, N., Yavarian, I., Shayesteh, M. R., Erfani, N., Shoushtari, A. A., et al. (2016). Inﬂuence of ACE gene on differential response to sertraline versus ﬂuoxetine in patients with major depression: A randomized controlled trial.Eur",2,10,Processed,"The paper is primarily focused on pharmacogenetics: it genotypes CYP2D6 and CYP2C19, infers metabolizer phenotypes per CPIC guidelines, evaluates genotype–drug response (ADRs and ineffectiveness) for antidepressants, quantifies ‘actionable’ gene–drug pairs, and discusses clinical utility and implementation—all core pharmacogenetic topics."
46e76056-56be-48dd-9d20-eea9986dc517,2,"Bousman, C. A., Arandjelovic, K., Mancuso, S. G., Eyre, H. A., and Dunlop, B. W. (2019). Pharmacogenetic tests and depressive symptom remission: A meta-analysis of randomized controlled trials.Pharmacogenomics 20 (1), 37– 47. doi:10.2217/pgs-2018-0142",2,10,Processed,"This mini-review is centrally focused on pharmacogenetics in psychiatry: it evaluates CYP2D6/CYP2C19 genotyping and structural variant detection, genotype-to-phenotype translation, randomized trials and cohort evidence, guideline/actionability (CPIC/DPWG/FDA/PharmGKB), cost-effectiveness, and implementation challenges — i.e., the paper primarily assesses pharmacogenetic approaches."
67cc9775-5b64-44f8-9fed-7da42f605774,2,"Bousman, C. A., Forbes, M., Jayaram, M., Eyre, H., Reynolds, C. F., Berk, M., et al. (2017). Antidepressant prescribing in the precision medicine era: A prescriber ’s primer on pharmacogenetic tools. BMC Psychiatry 17 (1), 60. doi:10.1186/s12888-017-1230-",2,10,Processed,"The paper is focused on pharmacogenomics: it evaluates the feasibility, acceptability, and preliminary effectiveness of pharmacogenomic (PGx) testing (CYP2D6, CYP2C19, etc.) to guide antidepressant therapy in primary care, uses CPIC-guided recommendations, and reports a randomized wait-list trial design—i.e., it primarily assesses pharmacogenetic approaches."
c42bce2c-8335-4a2b-aa9d-cc06137385b5,2,"Brandl, E. J., Tiwari, A. K., Zhou, X., Deluce, J., Kennedy, J. L., Muller, D. J., et al. (2014). Inﬂuence of CYP2D6 and CYP2C19 gene variants on antidepressant response in obsessive-compulsive disorder. Pharmacogenomics J. 14 (2), 176– 181. doi:10.1038/t",2,10,Processed,"The paper’s primary focus is pharmacogenetics: it systematically assesses CYP2D6 and CYP2C19 genotypes/phenotypes in a case series of antidepressant responses, applies CPIC genotype-to-phenotype guidelines, examines gene–drug actionability (ADRs and ineffectiveness), and reports proportions of actionable pharmacogenetic pairs. The study’s methods, analyses, and conclusions are centered on pharmacogenetic evaluation and clinical utility."
64a6c8e9-b679-4dcf-8549-29252a174f67,2,"Brown, J. T., Schneiderhan, M., Eum, S., and Bishop, J. R. (2017). Serum clomipramine and desmethylclomipramine levels in a CYP2C19 and CYP2D6 intermediate metabolizer.Pharmacogenomics 18 (7), 601– 605. doi:10.2217/pgs-2017-0015",2,10,Processed,"The paper is primarily focused on pharmacogenetics: it genotypes CYP2D6 and CYP2C19, translates genotypes to CPIC phenotype recommendations, analyzes gene–drug–response pairs in an antidepressant-treated cohort, assesses clinical actionability, and discusses implementation and limitations — all central pharmacogenetic topics."
d6b733cf-26d0-414e-a352-325e9a58d8f1,2,"Brown, L. C., Stanton, J. D., Bharthi, K., Maruf, A., Muller, D. J., and Bousman, C. A. (2022). Pharmacogenomic testing and depressive symptom remission: A systematic review and meta-analysis of prospective, controlled clinical trials.Clin. Pharmacol. The",2,10,Processed,"The article is explicitly and primarily focused on pharmacogenomics/pharmacogenetics in psychiatry: it reviews the emergence, evidence base, clinical implementation, and guidelines (CPIC, DPWG) for gene–drug pairs (e.g. CYP2C19, CYP2D6, HLA genes), presents a table of actionable drug–gene pairs, discusses clinical trials and implementation barriers, and outlines future pharmacogenomic and multi-omic directions. This makes pharmacogenetic approaches the central topic."
6c8d592c-9912-4ba7-851c-49437de8424e,2,"Brown, L., Vranjkovic, O., Li, J., Yu, K., Al Habbab, T., Johnson, H., et al. (2020). The clinical utility of combinatorial pharmacogenomic testing for patients with depression: A meta-analysis. Pharmacogenomics 21 (8), 559– 569. doi:10.2217/pgs-2019-0157",2,10,Processed,"The paper directly investigates pharmacogenetics — genotyping CYP2D6 and CYP2C19 in a clinical case series of antidepressant responses, infers phenotypes per CPIC, assesses gene–drug actionability, and reports proportions of actionable gene–drug–response pairs. Its primary focus is the clinical utility of pharmacogenetic testing."
e032346b-0378-48da-906c-8653571e6264,2,"Campos, A. I., Byrne, E. M., Mitchell, B. L., Wray, N. R., Lind, P. A., Licinio, J., et al. (2022). Impact of CYP2C19 metaboliser status on SSRI response: A retrospective study of 9500 participants of the Australian genetics of depression study.Pharmacoge",2,10,Processed,"The paper is primarily about pharmacogenetics: it analyzes CYP2D6 and CYP2C19 genotypes/phenotypes in a clinical case series of antidepressant adverse reactions and ineffectiveness, uses CPIC guidelines to assign gene–drug evidence levels, assesses actionability of genotypes for prescribing, and discusses clinical utility and limitations of pharmacogenetic testing."
86b79470-b92c-4214-a2b3-232ba7cbf743,2,"Campos, A. I., Mulcahy, A., Thorp, J. G., Wray, N. R., Byrne, E. M., Lind, P. A., et al. (2021). Understanding genetic risk factors for common side effects of antidepressant medications. Commun. Med. 1 (1), 45. doi:10.1038/s43856-021-00046-8",2,10,Processed,"The paper is centrally focused on pharmacogenetics: it genotypes CYP2D6 and CYP2C19 in patients with antidepressant adverse reactions or ineffectiveness, infers metabolizer phenotypes per CPIC guidelines, analyzes gene–drug–response pairs, and assesses clinical actionability of pharmacogenetic information. The study’s aims, methods and conclusions all directly evaluate pharmacogenetic approaches to antidepressant prescribing."
34326cce-d15f-4171-ab22-2d54ea599857,2,"Carvalho Henriques, B., Yang, E. H., Lapetina, D., Carr, M. S., Yavorskyy, V., Hague, J., et al. (2020). How can drug metabolism and transporter genetics inform psychotropic prescribing? Front. Genet. 11, 491895. doi:10.3389/fgene.2020.491895",2,10,Processed,"The editorial explicitly focuses on pharmacogenomics in psychiatry: it reviews pharmacogenetic polymorphisms (notably CYP2C19 and CYP2D6), discusses genotyping, guideline recommendations (CPIC, DPWG, FDA/EMA comparisons), clinical implementation, cost-effectiveness, and related research initiatives (e.g., PSY‑PGx). The paper is centrally about pharmacogenetic approaches."
4f835363-0520-4e27-8f66-8238c1a84ccc,2,"Caudle, K. E., Sangkuhl, K., Whirl-Carrillo, M., Swen, J. J., Haidar, C. E., Klein, T. E., et al. (2020). Standardizing CYP2D6 genotype to phenotype translation: Consensus recommendations from the clinical pharmacogenetics implementation consortium and Du",2,10,Processed,"The paper is centrally focused on pharmacogenetics: it reports consensus recommendations for translating CYP2D6 genotypes to metabolizer phenotypes (activity score systems, allele function assignments including CYP2D6*10, phenotype categories) and discusses implications for clinical pharmacogenetic guidelines, laboratory reporting, and drug-specific recommendations."
508c2d5d-0c6f-4184-93eb-da41ac738f19,2,"Cicali, E. J., Elchynski, A. L., Cook, K. J., Houder, J. T., Thomas, C. D., Smith, D. M., et al. (2021). How to integrate CYP2D6 phenoconversion into clinical pharmacogenetics: A tutorial. Clin. Pharmacol. Ther. 110 (3), 677– 687. doi:10.1002/cpt.2354",2,10,Processed,"The paper directly evaluates pharmacogenetic approaches — genotyping CYP2D6 and CYP2C19 in 52 cases, inferring phenotypes per CPIC guidelines, assessing gene–drug actionability for antidepressant adverse reactions and ineffectiveness, and discussing clinical utility and implementation. This makes pharmacogenetics the primary focus."
4fe55ea1-5862-43a3-abf7-0a8cedade782,2,"Cicali, E. J., and Wiisanen, K. (2022). The importance of phenoconversion when using the CYP2D6 genotype in clinical practice.Pharmacogenomics 23 (14), 749– 752. doi:10.1080/17425255.2022.2160317",2,10,Processed,"The paper is primarily about pharmacogenetics: it analyzes CYP2D6 and CYP2C19 genotypes/phenotypes in a clinical case series of antidepressant responses, assesses CPIC evidence levels, determines genotype 'actionability' for adverse reactions and ineffectiveness, and discusses clinical utility and implementation—all core pharmacogenetic topics."
b8a16e3a-6467-41db-b4e5-2533f0803c58,2,"Cipriani, A., Salanti, G., Furukawa, T. A., Egger, M., Leucht, S., Ruhe, H. G., et al. (2018b). Antidepressants might work for people with major depression: Where do we go from here?Lancet Psychiatry 5 (6), 461– 463. doi:10.1016/S2215-0366(18)30133-0",2,10,Processed,"The paper directly investigates pharmacogenetic approaches: genotyping CYP2D6 and CYP2C19 in a clinical case series, inferring metabolizer phenotypes per CPIC guidelines, assessing genotype–drug response 'actionability', and discussing clinical utility and implementation. The focus is explicitly on pharmacogenetics in antidepressant prescribing."
698d271b-b32b-4f5b-831f-611ef0861181,2,Clinical Pharmacogenetics Implementation Consortium (2021a). Genes-drugs. Retrieved from: https://cpicpgx.org/genes-drugs/.,2,10,Processed,"This is a CPIC guideline focused on pharmacogenetics—specifically CYP2D6, CYP2C19, CYP2B6, SLC6A4 and HTR2A genotypes and antidepressant dosing. It includes genotype-to-phenotype translation, evidence tables, dosing recommendations, testing considerations, and EHR/clinical decision support implementation, so the paper is primarily about pharmacogenetic approaches."
1cdd27a9-ccc7-41eb-bf45-53defcfc884e,2,Clinical Pharmacogenetics Implementation Consortium (2021b). Prioritization. Retrieved from: https://cpicpgx.org/prioritization/#ﬂowchart.,2,10,Processed,"This paper is primarily about pharmacogenetics: it assesses CYP2D6 and CYP2C19 genotypes/phenotypes in a clinical case series of antidepressant responses, applies CPIC evidence levels to gene–drug pairs, evaluates 'actionability' of genotypes for adverse reactions and ineffectiveness, and discusses clinical utility and implementation — all central pharmacogenetic themes."
a035fd48-2586-41bf-aef4-a749b1069499,2,"Crews, K. R., Monte, A. A., Huddart, R., Caudle, K. E., Kharasch, E. D., Gaedigk, A., et al. (2021). Clinical pharmacogenetics implementation consortium guideline for CYP2D6, OPRM1, and COMT genotypes and select opioid therapy. Clin. Pharmacol. Ther. 110 ",2,10,Processed,"The article is centrally focused on pharmacogenetics: it analyzes real-world pharmacogenetic (PGx) test requests from general practitioners, the genes and drug–gene interactions tested, reasons for testing, panel vs single-gene use, and GP surveys about barriers to implementing PGx in primary care. The study's aim, methods, results and discussion all directly address pharmacogenetic approaches and their implementation."
